,Company,Earnings Per Share USD,Dividends USD,Book Value Per Share * USD,Return on Assets %,Return on Equity %,Return on Invested Capital %,Debt/Equity,Revenue USD Mil
267,SJM,0.259259259,0.780487805,0.358876117,-0.365646259,-0.057585825,-0.306845966,1.6,0.531703274
268,JCI,-0.169902913,0.5625,0.309919901,-0.5221843,-0.529908973,-0.564597315,0.43902439,-0.261087846
269,JNJ,-0.865329513,0.475555556,0.224145584,-0.902575588,-0.883078731,-0.896191187,1.217391304,0.175611256
270,JPM,0.408482143,1.12,0.466378378,0.125,-0.034280118,,-0.150684932,0.024579879
271,JNPR,0.012658228,,0.070561457,-0.318872017,0.022544283,-0.195164076,2.285714286,0.129916835
272,KSU,2.053333333,,0.636663914,0.920863309,0.758675079,0.534534535,-0.155172414,0.231172545
273,K,0.521008403,0.269461078,-0.126760563,-0.221793635,-0.020210057,-0.190232822,0.237762238,-0.02083649
274,KEY,0.298850575,2.8,0.319444444,-0.011111111,-0.01659292,,0.03030303,0.487852761
275,KMB,0.604010025,0.385714286,-0.943468296,0.887792848,29.33403509,1.073859987,8.990291262,-0.124100547
276,KIM,2.222222222,0.493150685,0.048843188,1.849557522,2.048245614,0.748344371,0.172413793,0.311135371
277,KMI,-0.986486486,-0.324324324,2.695348837,-0.982954545,-0.996129032,-0.939834025,-0.759259259,0.65839787
278,KLAC,0.261802575,1.14,-0.572180012,-0.046461372,1.953712633,-0.015372168,6.769230769,0.096062992
279,KSS,-0.150273224,,0.054238506,-0.509592326,-0.253581662,-0.372582002,3.142857143,0.016040455
280,KHC,1.983333333,,,0.070257611,0.609205776,0.062330623,,0.406164567
281,KR,1.356321839,1.25,0.676814988,0.162839248,0.314882033,0.077777778,0.282608696,0.403314312
282,LB,0.644628099,3,-1.904347826,0.175972927,,,,0.308020389
283,LLL,-0.059668508,0.666666667,-0.051145602,-0.106969206,-0.013342697,-0.047115385,0.064516129,-0.368910278
284,LH,1.389432485,,1.311418685,-0.023724792,-0.016738403,-0.033524121,0.120481928,0.883976904
285,LRCX,0.595854922,,1.086543272,-0.370705244,-0.218091335,-0.389355742,0,1.474984558
286,LEG,1.048076923,0.290909091,-0.067156348,0.72972973,1.342465753,0.750620347,0.4375,0.084708471
287,LEN,6.191489362,0,1.243763364,3.611650485,2.126436782,1.297520661,-0.278571429,3.085945073
288,LKQ,1.408450704,,1.42936803,-0.210457516,0.016,-0.153292181,0.392857143,1.977675841
289,LNC,12.36231884,2.782608696,0.460652216,4.133333333,5,,-0.263157895,0.340447537
290,LMT,-0.117797695,1.295384615,-0.192096597,-0.417582418,3.288488826,-0.587173792,,0.097830061
291,L,0.316793893,0,0.196074337,0.064285714,0.091068301,,0.234042553,-0.027748283
292,LOW,1.443661972,2.166666667,-0.458146487,0.545605307,3.021276596,0.788546256,5.222222222,0.331906176
293,LYB,2.270053476,5.454545455,-0.246041413,1.210585586,2.348789284,0.85379783,1.526315789,-0.324306848
294,MAC,-0.13559322,0.4,0.291059281,-0.258706468,-0.318181818,-0.464342314,-0.090909091,0.256637168
295,M,0.005050505,6.45,-0.045941807,-0.242574257,-0.128019324,-0.188720174,0.206349206,0.03099628
296,MRO,-2.629539952,-0.75,-0.418067227,-3.976519337,-3.717361111,-3.4386121,0.740740741,-0.704925776
297,MPC,1.012012012,5.608695652,0.890547264,-0.24795082,-0.076523031,-0.206577595,1.514285714,-0.050515189
298,MAR,5.563636364,2.307692308,8.8125,1.146616541,-0.387005076,0.135559921,,0.858731834
299,MMC,0.603351955,0.662790698,0.165824916,0.196594427,0.358420728,0.113747954,0.577777778,0.216727399
300,MLM,5.320224719,0.075,1.177995574,2.294339623,1.776247849,1.233716475,-0.226666667,1.313885648
301,MAS,-2,0.366666667,-1.14010989,-2.334228188,,,,0.023704299
302,MA,1.466216216,10,0.297239915,0.002561475,1.04443799,0.082135524,,0.861334525
303,MAT,-2.408256881,-0.010869565,-0.418862691,-2.194083694,-2.959781868,-2.134306569,3,-0.220874561
304,MKC,0.333333333,0.678571429,0.597510373,-0.362086259,-0.068599428,-0.349336702,1.703125,0.307546659
305,MCD,0.208728653,0.513833992,-1.335375191,-0.054309327,,,,-0.155002592
306,MCK,3.973741794,0.555555556,0.272251309,1.12039312,2.107361963,1.23447205,0.32,0.771287606
307,MDT,0.01048951,0.911111111,1.512891986,-0.618147448,-0.611166008,-0.58033033,0,0.864683362
308,MRK,-0.569306931,0.211538462,-0.217870932,-0.559865093,-0.440382942,-0.562098501,1.214285714,-0.16494266
309,MET,-0.371527778,1.162162162,-0.047159888,-0.454545455,-0.499192246,,-0.288888889,-0.113204862
310,MTD,0.734470158,,-0.225905937,0.327227311,1.205704408,0.339685565,1.868852459,0.180164573
311,MGM,-0.403914591,,-0.128325509,-0.492123031,-0.590491469,-0.602852204,-0.25,0.372658937
312,KORS,,,,0.558988764,-0.321656753,0.208684654,,4.595267746
313,MCHP,-0.669767442,0.051094891,0.171548117,-0.837696335,-0.757587859,-0.84737087,3.684210526,1.291862811
314,MU,24.94117647,,0.722748815,13.32743363,15.33004926,8.85520362,1.409090909,1.312471552
315,MSFT,0.208178439,1.508196721,0.326979472,-0.5898191,-0.34500446,-0.566162822,4,0.28604721
316,MAA,1.183206107,0.386454183,2.308928571,0.357487923,-0.353612167,-0.094455852,-0.691304348,2.405345212
317,MSCI,1.34751773,,-0.615754083,0.704099822,5.365688488,0.751136364,5.395061728,0.413984462
318,MHK,4.150793651,,0.835412475,2.074204947,1.911538462,1.060037523,-0.371428571,0.682204892
319,TAP,0.798898072,0.322580645,0.321632095,-0.117100372,0.310502283,-0.087939698,2.2,2.130014225
320,MDLZ,-0.049751244,-0.293103448,-0.155072464,0.257372654,0.148036254,0,-0.242424242,-0.523664122
321,MNST,1.784313725,,2.735955056,-0.21648164,-0.282601831,-0.280101394,,0.978273635
322,MCO,1.068273092,1.814814815,1.325301205,-0.318957346,,,,0.843859649
323,MS,1.495934959,3.5,0.258785942,1.481481481,1.128272251,,-0.174041298,0.106440762
324,MOS,-1.055160142,2,,-1.033994334,-1.04534413,-1.04787472,6.285714286,-0.254402737
325,MSI,-1.278592375,3.386363636,-1.269210664,-1.317406143,,,,-0.222235767
326,MTB,0.37007874,0.071428571,0.475847893,0.028037383,-0.101434426,,-0.4,0.382425135
327,MYL,0.06557377,,2.107843137,-0.575431034,-0.623265036,-0.557502738,-0.2421875,0.942577488
328,NDAQ,1.013953488,,0.170901497,0.921568627,0.625313283,0.327692308,0.5,0.153286795
329,NOV,-1.134042553,-0.555555556,-0.083374567,-1.140073082,-1.141422594,-1.096885813,,-0.501705553
330,NKTR,-0.478991597,,-0.737623762,-0.244949495,0.183227473,-0.308192956,38.85714286,3.338028169
331,NTAP,0.058479532,,0.051470588,-0.419821826,-0.16372093,-0.380778589,,0.077298458
332,NFLX,1.118644068,,6.68,-0.69265233,-0.631730968,-0.645847176,1.919354839,2.648361934
333,NWL,12.4047619,2.034482759,2.99543379,3.125628141,2.22754491,1.364948454,-0.285714286,1.513554987
334,NFX,-0.466165414,,-0.771578947,0.408256881,1.452830189,0.475840336,1.246753247,-0.284904897
335,NEM,-1.246575342,-0.75,-0.261837456,-1.34057971,-1.329749104,-1.239726027,0.357142857,-0.29059664
336,NWSA,,,,-2.235588972,,,,-0.105112699
337,NWS,,,,-2.235588972,,,,-0.105112699
338,NEE,1.479302832,0.786363636,0.566079911,0.641833811,0.564984709,0.536986301,-0.194244604,0.120852617
339,NLSN,4.217391304,,-0.052256532,3.534482759,3.609865471,0.268170426,0.377622378,0.187997108
340,NKE,1.281818182,1.333333333,0.47148289,0.309655172,0.579237483,0.355783309,8.333333333,0.646534369
341,NI,-0.621359223,-0.239130435,-0.268926554,-0.551020408,-0.492537313,-0.571095571,0.392,-0.190064795
342,NBL,-2.874015748,0,-0.087323944,-2.724590164,-2.81152648,-2.19375,0.214285714,0.137892377
343,JWN,-0.265454545,0.947368421,-0.454153182,-0.478808706,0.191969519,-0.260558804,1.321167883,0.521340206
344,NSC,2.414678899,0.469879518,0.442976804,1.266666667,1.016111708,0.804761905,-0.253333333,-0.055585392
345,NTRS,0.991902834,0.428571429,0.383086253,0.333333333,0.456120092,,0.546875,0.248275862
346,NOC,0.525265957,0.979695431,-0.207563204,-0.106040268,0.84715172,-0.038184438,4.368421053,-0.023057701
347,NCLH,,,,1.482300885,1.103988604,0.385692068,-0.357142857,1.431726003
348,NRG,-9.705128205,,-0.890775988,-12.45714286,-105.9752066,-2.891364903,,0.170723648
349,NUE,0.673469388,0.04137931,0.135398981,0.549450549,0.484052533,0.522077922,-0.244897959,0.011386336
350,NVDA,4.976744186,,0.68207024,2.087719298,2.760969977,1.839108911,34,0.950324584
351,OXY,-0.795673077,0.663043478,-0.399510894,-0.744186047,-0.677536232,-0.751034891,1.8125,-0.477832512
352,OMC,0.396396396,1.25,-0.130848533,-0.048421053,0.69207884,0.062418726,1.065934066,0.10098753
353,OKE,-0.232142857,1.518518519,0.30217186,-0.145454545,-0.120207927,-0.275324675,-0.277227723,-0.177765771
354,ORCL,0.323353293,2.047619048,0.557961783,-0.403162055,-0.237819983,-0.43977591,1.405405405,0.059120768
355,ORLY,2.41509434,,-0.672506739,0.593977155,4.930232558,1.302821748,15.28571429,0.550872344
356,PCAR,0.660839161,0.65,0.43877551,0.144578313,0.162037037,0.431322208,0.321428571,0.221190058
357,PKG,3.503184713,2.15,1.136363636,0.623167155,1.061925199,0.563318777,0.306818182,1.459541985
358,PH,0.138147567,1.064,0.025641026,-0.292368682,-0.071096654,-0.30295858,1.967741935,-0.025676332
359,PAYX,0.584507042,0.483870968,0.278450363,0.269072165,0.188695163,0.258083832,,0.547642436
360,PYPL,,,,,,,,
361,PNR,-46.375,0.725,0.255309535,7.2625,7.441176471,3.175,-0.582089552,0.428116864
362,PBCT,0.763636364,0.095238095,0.093243243,0,0.6167979,,1.222222222,0.180341186
363,PEP,-0.161290323,0.569306931,-0.380066445,-0.308871851,0.434768534,-0.279255319,2.12,-0.044794298
364,PKI,36.71428571,0,0.336046512,24.63636364,29.65853659,8.272727273,0.392156863,0.174908902
365,PRGO,-0.768595041,1.37037037,,-0.912962963,-0.924026224,-0.926797386,-0.070175439,0.795281307
366,PFE,1.771653543,0.6,-0.144781145,1.372848948,1.765704584,1.320512821,0.093023256,-0.220674824
367,PCG,0.528571429,-0.148351648,0.274732851,0.369318182,0.227146814,0.19844358,-0.051546392,0.145694036
368,PM,-0.2,0.496453901,-6.967479675,-0.376961189,,,,-0.075537833
369,PSX,,,,-0.110803324,0.109334709,-0.173640167,19,-0.482462039
370,PNW,0.40776699,0.266666667,0.290603086,0.108614232,0.100552486,-0.028571429,0.215189873,0.099969145
371,PXD,-0.29505814,0,0.495194618,-0.367217281,-0.557282671,-0.555463576,-0.565217391,1.307759372
372,PNC,0.836879433,1.260869565,0.510395811,0.205357143,0.161843516,,0.151515152,0.13981572
373,PPL,-0.392592593,0.128571429,-0.1776,-0.287878788,-0.306174411,-0.342995169,0.108433735,-0.41532543
374,PX,-0.20733945,0.575,0.131811105,-0.406811731,-0.238111298,-0.404871626,0.216981132,0.016441522
375,BKNG,1.271449346,,4.534583333,-0.663411458,-0.538733126,-0.679402834,25,1.911157025
376,PFG,3.12565445,1.671428571,0.252187029,1.086956522,1.84375,,0.5625,0.618025258
377,PG,0.422391858,0.370558376,-0.138275718,0.403225806,0.490174672,0.365947612,0,-0.211981734
378,PGR,0.710691824,0.7,0.682824025,-0.065677966,0.078225336,,-0.142857143,0.730719629
379,PLD,-7,0.571428571,-0.001717623,-6.140186916,-5.626609442,3.093406593,-0.310344828,0.707762557
380,PRU,1.508426966,1.068965517,0.508414526,0.523809524,0.476733143,,-0.46969697,0.217025181
381,PEG,0.047297297,0.255474453,0.294322709,-0.244532803,-0.227152318,-0.221978022,0.191780822,-0.180070403
382,PSA,1.045592705,1.191780822,-0.070135002,0.840983607,1.190875233,0.928849903,2.625,0.523401826
383,PHM,-3.618181818,,2.011928429,-2.543252595,-1.971926428,-2.391089109,-0.477987421,1.072274595
384,PVH,7.382716049,0,0.815828622,3.243697479,2.73566879,0.765726681,-0.361904762,0.769031702
385,QCOM,-0.345238095,1.716049383,0.324391765,-0.670597484,-0.557239057,-0.689393939,,0.490338972
386,PWR,2.225806452,,0.521276596,0.815699659,1.246819338,1.07106599,,1.047145329
387,QRVO,,,,,,,,
388,RL,-1.208695652,3,0.277939464,-1.141645462,-1.159502262,-1.129230769,1.5,0.175441696
389,RJF,0.97716895,0.692307692,0.827063996,0.232258065,0.063268893,,0.571428571,0.896520696
390,RTN,0.316287879,0.854651163,0.246280992,-0.103773585,-0.028832292,-0.076770351,-0.142857143,0.019752987
391,O,0.047619048,0.454022989,0.778694158,-0.335329341,-0.433548387,-0.389133627,-0.224299065,1.888361045
392,RHT,1.527272727,,0.074738416,0.108159393,1.200447928,0.511709602,,1.653465347
393,REG,1.857142857,0.12972973,1.212851406,1.5625,0.668224299,-0.122171946,-0.581395349,0.968
394,REGN,-5.220408163,,11.19739696,-1.828618063,-1.51713894,-1.835874799,-0.876404494,12.16591928
395,RF,-3.941176471,7,0.266121708,-3.909090909,-3.363076923,,-0.14516129,0.021069692
396,RSG,1.416666667,0.583333333,0.123906706,1.026490066,1.152832675,0.69115192,0.044444444,0.225830078
397,RMD,0.666666667,,0.143733567,-0.171684296,0.245345745,-0.077998528,8.166666667,0.662912309
398,RHI,1.240384615,0.714285714,0.646319569,0.394575678,0.466261062,0.468403548,,0.394492984
399,ROK,0.301229508,1.054054054,0.376623377,-0.168224299,-0.185057471,-0.30820996,-0.096153846,0.051833333
400,COL,0.179802956,0.375,2.464249748,-0.547403133,-0.588625592,-0.695175439,2.142857143,0.419475655
401,ROP,1.16359447,1.234042553,0.985507246,-0.174969623,0.068893528,-0.207639569,0.96875,0.647121916
402,ROST,1.439655172,2.375,1.397163121,0.164369035,-0.039048474,-0.066434436,0.272727273,0.635774218
403,RCL,1.718411552,9.8,0.258554155,1.366883117,1.207267833,0.818342152,-0.365591398,0.164654372
404,SPGI,0.926666667,0.64,-0.5875,0.223372781,3.486530612,0.202717197,7.41509434,-0.029298751
405,CRM,1.166666667,,3.008333333,-0.49137931,-0.48381295,-1.493403694,-0.076923077,4.064574532
406,SBAC,-1.754385965,,-324.1666667,-1.390581717,,,,1.475644699
407,SCG,-1.279461279,0.262886598,0.370934959,-1.219178082,-1.212745098,-0.881278539,-0.058823529,-0.000453618
408,SLB,-1.294277929,1,0.210414903,-1.215203426,-1.241400876,-1.159689922,0.481481481,-0.230146687
409,STX,1.366972477,13,-0.038394415,0.505982906,1.650761421,0.294592413,2.066666667,-0.018229879
410,SEE,4.3625,0.230769231,-0.658850227,6.267045455,37.23741007,2.968316832,11.55029586,-0.208865248
411,SRE,-0.816696915,0.713541667,0.316969848,-0.877934272,-0.861014593,-0.769585253,0.274509804,0.116679952
412,SHW,3.509661836,1.328767123,1.078291815,0.561176471,0.97977598,0.124551512,4.70212766,0.709331508
413,SIVB,1.335025381,,1.176154064,0.108695652,0.037220844,,-0.552631579,1.174917492
414,SPG,0.793103448,1.166666667,-0.240932642,0.535,1.259650735,0.134174312,0.625,0.286344635
415,SWKS,3.546218487,,1.466975666,0.826981707,0.714654616,0.747368421,,1.572938689
416,SLG,-0.881309686,4.709090909,0.077471195,-0.883534137,-0.891891892,-0.680901542,-0.039215686,0.196357878
417,SNA,1.021231423,1.269230769,0.926008969,0.497991968,0.05758056,0.225160256,-0.587301587,0.401541696
418,SO,-0.670588235,0.229946524,0.172718351,-0.802597403,-0.736196319,-0.569272977,0.735849057,0.304355213
419,LUV,24.17391304,44,0.781883194,12.59433962,12.64206642,8.482517483,-0.288888889,0.352088389
420,SWK,1.025188917,0.475609756,0.133077108,0.626728111,0.831600832,0.71659919,-0.095238095,0.228508096
421,SBUX,1.432098765,2.846153846,0.37414966,0.1098234,0.646716273,0.152542373,4.538461538,0.913333333
422,STT,0.382585752,1.222222222,0.336217867,-0.17,0.045808967,,0.418604651,0.045175797
423,SRCL,-0.899628253,,1.351719198,-0.957868649,-0.96076555,-1.022261799,-0.158878505,1.136038186
424,SYK,-0.223188406,1.333333333,0.403933434,-0.585281385,-0.422970734,-0.602362205,1.869565217,0.498013723
425,STI,3.755319149,10,0.283646113,2.785714286,2.704980843,,-0.2,0.046429413
426,SYMC,-1.223684211,,0.094435076,-1.142284569,-1.224924012,-0.934393638,3.477272727,-0.350726979
427,SYF,0.061403509,,,,,,,0.757868137
428,SNPS,-0.401360544,,0.551841746,-0.613533835,-0.599620493,-0.623563218,,0.774088542
429,SYY,0.06122449,0.262135922,-0.460297767,-0.375706215,0.444074074,-0.305075293,5.708333333,0.408107215
430,TTWO,-2.175572519,,0.727144866,-1.49122807,-1.774624374,-2.145322434,-0.981132075,1.170702179
431,TPR,-0.284246575,0.985294118,0.87431694,-0.680857226,-0.632035398,-0.738215185,52,0.079105554
432,TGT,0.175,1.761904762,-0.095454545,0.064954683,0.208553326,0.028783658,0,0.031236088
433,TEL,0.672597865,1.264705882,0.473356009,0.267782427,0.07638484,-0.031907179,0.057142857,-0.083775852
434,TXN,0.920212766,2.785714286,0.154958678,0.623199393,0.676709708,0.870223504,-0.105263158,0.089261012
435,TXT,0.443037975,0,0.872895623,0.19760479,-0.354191263,-0.228846154,-0.557692308,0.25924612
436,HIG,-7.15,1.35,-0.038430904,-8,-8.006802721,,0.206896552,-0.223477744
437,TMO,0.615606936,,0.504154448,-0.213768116,0.083428571,-0.139189189,0.947368421,0.784051173
438,TIF,0.236933798,0.842105263,0.362099125,-0.145098039,-0.169790518,-0.194635488,0.074074074,0.297244733
439,TJX,1.096969697,3.464285714,0.683417085,0.083333333,0.162318841,0.013528749,1.12,0.512350743
440,TMK,3.046357616,1.142857143,0.626036783,1.083601286,1.144904459,,-0.052631579,0.230678117
441,TSS,1.747826087,0.483870968,0.896652111,-0.204663212,0.552737752,-0.12534626,22.4,1.724156993
442,TSCO,1.185430464,4,0.665144597,0.046671242,0.282911944,0.014840681,,0.714150721
443,TDG,1.485804416,,-3.265673495,-0.11691023,,,,1.905472637
444,TRV,1.181547619,0.779874214,0.365012484,0.481481481,0.532627866,,-0.038461538,0.135817024
445,TRIP,-1.106060606,,1.103092784,-1.036842105,-1.031184056,-1.057843591,-0.821705426,1.442700157
446,TROW,1.044520548,0.838709677,0.746707978,0.048146365,0.206369983,0.206369983,,0.744812523
447,TWTR,-0.90625,,,-0.933684673,,,,22.04716981
448,TSN,1.431472081,4.625,0.824153948,0.023289665,0.270562771,-0.084760274,1.378378378,0.185768301
449,UDR,7.8,0.207792208,0.043956044,8,5.982758621,0.320557491,-0.262569832,0.404795487
450,ULTA,4.620689655,,2.493273543,0.548824593,0.339530333,0.331064657,,2.336769759
451,UA,-1.47826087,,,-1.103618421,-1.139181287,-1.103213844,2.454545455,2.378818737
452,UNP,2.976190476,1.583333333,0.267838676,1.526104418,1.639624724,1.164925373,0.382978723,0.086056144
453,UNH,1.266384778,3.721311475,0.742452479,0.026751592,0.291578947,0.137415982,0.304347826,0.987580033
454,UAL,2.10619469,,3.472103004,1.382488479,-0.486855941,0.032549729,-0.772511848,0.016868769
455,UPS,0.4609375,0.596153846,-0.782716049,0.027827648,12.79376357,0.146263182,11.82911392,0.240410507
456,URI,10.39855072,,118,2.860465116,-0.87664728,3.544642857,-0.932059961,1.543469935
457,UTX,0.038251366,0.462365591,0.501606426,-0.412048193,-0.308427454,-0.434131737,0.953488372,0.028303832
458,UHS,0.933168317,1,1.245759026,0.360687023,-0.152442297,0.069584736,-0.559748428,0.388
459,UNM,3.64893617,1.15,0.313737624,2.95,2.985130112,,-0.066666667,0.098073555
460,USB,0.426829268,1.32,0.630922693,-0.109589041,-0.135540287,,-0.274509804,0.15509039
461,VLO,1.489130435,8.333333333,0.569709127,0.623076923,0.455981941,0.516227181,-0.024390244,-0.254050021
462,VAR,-0.202380952,,0.369467028,-0.568319226,-0.512788128,-0.568016615,,0.027339238
463,VTR,1.392405063,0.356521739,-0.058731646,0.8170347,1.0352,0.452898551,0.507246377,0.955240793
464,VRSN,3.279069767,,11,1.606015038,,,,0.509067358
465,VRSK,1.018404908,,-11.45360825,-0.491707317,,,,0.61036036
466,VZ,7.658823529,0.176767677,-0.522496372,10.22429907,13.22325581,3.053763441,0.885714286,0.136721533
467,VRTX,6.428571429,,1.55234657,4.410596026,2.609170306,1.466410749,-0.431372549,0.763997165
468,VFC,-0.24,1.646153846,-0.012896825,-0.445825933,-0.329556185,-0.423965937,0.475,0.248652077
469,VIAB,0.346883469,-0.238095238,0.178983051,-0.017064846,0.307879773,-0.1728223,0.321100917,-0.079930871
470,V,1.170542636,3.4,0.140262361,-0.08496732,0.674418605,0.052557814,,0.998040923
471,VNO,,,,,,,,
472,VMC,-9.109090909,0.315789474,0.180726909,-8.870588235,-7.885245902,8.254716981,-0.185714286,0.516569201
473,WBA,0.285714286,1.026666667,0.789820359,-0.417821782,-0.233836207,-0.436419753,1.875,0.637675939
474,WMT,-0.020134228,0.652892562,0.30785018,-0.265809218,-0.267743306,-0.222727273,-0.15625,0.151769946
475,WM,1.161764706,0.25,-0.057275542,1.094036697,1.20974984,0.833535844,-0.033333333,0.082747795
476,WAT,-0.946695096,,1.5453149,-0.976079347,-0.976146303,-0.977457169,0.49122807,0.24743382
477,WFC,0.453900709,2.756097561,0.537531276,-0.094017094,-0.05414274,,0.278350515,0.096330506
478,WELL,0.4,0.229681979,0.301450276,0.263565891,0.119601329,-0.237209302,-0.271186441,1.973258269
479,WRK,0.992805755,3,0.66722408,0.406698565,0.096273292,0.206666667,-0.418367347,1.751851852
480,WDC,-0.566343042,,0.589157137,-0.864893617,-0.752808989,-0.765543071,36.66666667,1.00430401
481,WU,-1.64673913,1.258064516,0.913580247,-1.435448578,-2.719366086,-1.784770296,,0.006009834
482,WY,0.262295082,1.083333333,0.340044743,0.228346457,-0.136729223,-0.138147567,-0.333333333,0.157657658
483,WHR,-0.058116232,1.227979275,0.199892435,-0.295275591,-0.159482759,-0.611474219,1.058823529,0.138594236
484,WMB,3.158730159,0.538461538,-0.266068759,1.580110497,2.672705314,0.455370651,-0.546038544,0.012736444
485,WLTW,0.361563518,-0.229090909,0.831340005,0.403100775,-0.301488834,-0.288984263,-0.526315789,1.3794604
486,WEC,0.691964286,1,0.696459663,-0.002557545,-0.029739777,0.022696929,-0.206896552,0.705082479
487,GWW,0.104740904,1.007936508,-0.13529898,-0.338350785,0.223201175,-0.309082892,18,0.290542213
488,WYNN,0.491803279,0.333333333,-0.844995141,-0.328539823,3.766843034,-0.443359375,6.529850746,0.19658444
489,XEL,0.308139535,0.398058252,0.299480669,-0.068259386,0.01489573,-0.107250755,0.221153846,0.070295636
490,XRX,-0.802777778,0.191176471,-0.44205781,-0.747016706,-0.661654135,-0.615711253,0.65,-0.533281804
491,XLNX,-0.029288703,1.0625,0.076756757,-0.257273246,-0.137407277,-0.331445993,0.111111111,-0.008442381
492,XL,0.421052632,1,0.232772309,-0.132075472,0.137130802,,0.375,0.66402867
493,XYL,0.22,6.2,0.295175024,-0.278020378,0.14995925,0.034897714,0.333333333,0.237707073
494,YUM,0.375912409,0.165048544,-5.258660508,0.615084525,,,,-0.534452717
495,ZBH,1.208436725,,0.639542276,-0.251900109,0.256486286,-0.499102334,1.620689655,0.757412399
496,ZION,2.13253012,10,0.468548387,1.896551724,1.33033033,,-0.880952381,0.161620659
497,ZTS,,,,2.048710602,8.753676471,1.938104449,17.66666667,0.253720765
